name,yearkm_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Swift ZXI BSIV,20167104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti Ertiga VXI,201511918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai Grand i10 Magna AT,201710510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet Beat LT Option,201641000,Petrol,Dealer,Manual,First Owner,239000
Toyota Fortuner 4x2 AT,201747162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti S-Cross Zeta DDiS 200 SH,201545974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai i10 Magna,201249824,Petrol,Dealer,Manual,First Owner,229999
Audi A6 2.0 TDI Premium Plus,201358500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai Santro GS,200556580,Petrol,Dealer,Manual,First Owner,80000
Skoda Laura Ambiente 2.0 TDI CR MT,201252000,Diesel,Dealer,Manual,First Owner,385000
Hyundai Verna 1.6 VTVT SX,201555340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti Swift Dzire VDI,201746507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Hyundai i20 Sportz 1.2,201350000,Petrol,Individual,Manual,Second Owner,350000
Maruti Alto 800 LXI,201430000,Petrol,Individual,Manual,First Owner,114999
Hyundai i20 Sportz 1.2,201350000,Petrol,Individual,Manual,Second Owner,380000
Maruti Gypsy E MG410W ST,1995100000,Petrol,Individual,Manual,Second Owner,95000
Mahindra Scorpio 1.99 S6 Plus,201635000,Diesel,Individual,Manual,First Owner,900000
Chevrolet Beat LT,201290000,Petrol,Individual,Manual,Second Owner,200999
Maruti Omni E MPI STD BS IV,201411451,Petrol,Individual,Manual,First Owner,229999
Tata Nexon 1.5 Revotorq XZ,201960000,Diesel,Individual,Manual,First Owner,800000
Mahindra Verito 1.5 D4 BSIV,2012172000,Diesel,Individual,Manual,Second Owner,150000
Maruti Swift VDI,201860000,Diesel,Individual,Manual,First Owner,600000
Chevrolet Tavera LS B3 7 Seats BSII,2005150000,Diesel,Individual,Manual,First Owner,150000
Chevrolet Optra Magnum 2.0 LS,200966000,Diesel,Individual,Manual,First Owner,150000
Maruti Eeco 5 Seater Standard BSIV,20195000,Petrol,Individual,Manual,First Owner,380000
Maruti Swift 1.3 VXi,200666508,Petrol,Individual,Manual,Second Owner,80000
Honda Civic 1.8 MT Sport,200755000,Petrol,Individual,Manual,Second Owner,225000
Tata Nano Lx BSIV,201229900,Petrol,Individual,Manual,First Owner,75000
Tata Hexa XT 4X4,20173000,Diesel,Individual,Manual,First Owner,1600000
Tata Indica Vista Quadrajet VX,201285000,Diesel,Individual,Manual,First Owner,185000
Mahindra Scorpio 2.6 CRDe SLE,201150000,Diesel,Individual,Manual,First Owner,425000
Tata Indica Vista Aqua 1.4 TDI,2010120000,Diesel,Individual,Manual,Second Owner,100000
Maruti Zen Estilo LXI BSIII,200890000,Petrol,Individual,Manual,Third Owner,140000
Maruti Swift Dzire AMT ZXI Plus BS IV,20178000,Petrol,Individual,Automatic,First Owner,710000
Honda Amaze S AT i-Vtech,20157900,Petrol,Individual,Automatic,First Owner,450000
Datsun RediGO T Option,201750000,Petrol,Individual,Manual,First Owner,210000
Maruti Alto K10 VXI,201625000,Petrol,Individual,Manual,First Owner,270000
Maruti Alto LXi,200920000,Petrol,Individual,Manual,First Owner,110000
Maruti Swift VXI,201817500,Petrol,Individual,Manual,First Owner,540000
Mahindra Renault Logan 1.4 GLX Petrol,200825000,Petrol,Individual,Manual,First Owner,145000
Tata Safari Storme VX,2013206500,Diesel,Individual,Manual,First Owner,360000
Hyundai i10 Magna LPG,201388600,LPG,Individual,Manual,First Owner,250000
Tata Venture EX,201280000,Diesel,Individual,Manual,First Owner,110000
Chevrolet Captiva LT,2008100000,Diesel,Individual,Manual,Fourth & Above Owner,250000
Ford Fiesta Classic 1.4 Duratorq CLXI,2011186000,Diesel,Individual,Manual,Second Owner,150000
Chevrolet Aveo U-VA 1.2 LS,201060000,Petrol,Individual,Manual,First Owner,140000
Maruti Ciaz Zeta BSIV,201911000,Petrol,Individual,Manual,First Owner,925000
Tata Hexa XM,201730000,Diesel,Individual,Manual,First Owner,969999
Hyundai Santro Xing GL PLUS CNG,200780000,CNG,Individual,Manual,Third Owner,90000
Hyundai Santro GLS I - Euro I,200160000,Petrol,Individual,Manual,Third Owner,55000
Hyundai Verna CRDi,2007100000,Diesel,Individual,Manual,Fourth & Above Owner,155000
Mahindra Thar CRDe ABS,201915000,Diesel,Individual,Manual,First Owner,900000
Maruti Alto K10 2010-2014 VXI,201190000,Petrol,Individual,Manual,First Owner,135000
Maruti 800 AC,2012120000,Petrol,Individual,Manual,First Owner,180000
Hyundai Verna 1.6 SX,2013100000,Diesel,Individual,Manual,Second Owner,495000
Toyota Innova 2.5 V Diesel 8-seater,2009138000,Diesel,Individual,Manual,Third Owner,400000
Hyundai Verna CRDi,2008110000,Diesel,Individual,Manual,Second Owner,250000
Maruti Alto K10 LXI,2015120000,Petrol,Individual,Manual,Fourth & Above Owner,138000
Honda City 1.5 V AT,201170000,Petrol,Individual,Automatic,Second Owner,311000
Maruti Alto 800 VXI,201570000,Petrol,Individual,Manual,First Owner,190000
Mahindra Bolero SLX,2011140000,Diesel,Individual,Manual,First Owner,311000
Maruti Ritz LXI,200915000,Petrol,Individual,Manual,First Owner,300000
Honda Jazz VX,201820000,Petrol,Individual,Manual,First Owner,600000
Mahindra Scorpio SLE BSIII,2009100000,Diesel,Individual,Manual,First Owner,550000
Skoda Rapid 1.6 MPI AT Elegance Plus,201570000,Petrol,Individual,Automatic,First Owner,600000
Maruti Alto 800 VXI,20185000,Petrol,Individual,Manual,First Owner,195000
Tata Nano LX,201327974,Petrol,Individual,Manual,First Owner,58000
Maruti Alto 800 VXI,201840000,Petrol,Individual,Manual,First Owner,183000
Maruti Zen Estilo 1.1 VXI BSIII,200780000,Petrol,Individual,Manual,First Owner,95000
Maruti Wagon R LX Minor,201338000,Petrol,Individual,Manual,First Owner,250000
Maruti Wagon R LX Minor,201338000,Petrol,Individual,Manual,First Owner,250000
Tata Zest Revotron 1.2 XT,201435000,Petrol,Individual,Manual,First Owner,400000
Hyundai Verna 1.6 SX CRDi (O),201260000,Diesel,Individual,Manual,Second Owner,409999
Skoda Octavia Classic 1.9 TDI MT,2004120000,Diesel,Individual,Manual,Second Owner,120000
Maruti Swift AMT VXI,201818000,Petrol,Individual,Automatic,First Owner,600000
Honda Amaze SX i-VTEC,201610000,Petrol,Individual,Manual,First Owner,600000
Mahindra XUV500 W6 2WD,201590000,Diesel,Individual,Manual,Third Owner,825000
Toyota Etios GD,201680000,Diesel,Individual,Manual,Second Owner,625000
Hyundai Grand i10 Nios Magna CRDi,20201400,Diesel,Individual,Manual,First Owner,700000
Chevrolet Beat LS,201160000,Petrol,Individual,Manual,First Owner,160000
Maruti Alto LX,201160000,Petrol,Individual,Manual,Third Owner,114999
Maruti Wagon R LXI Minor,200953000,Petrol,Individual,Manual,First Owner,150000
Volkswagen Jetta 1.9 L TDI,2010100000,Diesel,Dealer,Manual,First Owner,250000
Hyundai Verna 1.6 SX,201286000,Diesel,Dealer,Manual,Second Owner,390000
Renault Duster 85PS Diesel RxL,2015100000,Diesel,Individual,Manual,First Owner,650000
Hyundai Xcent 1.1 CRDi SX Option,201630000,Diesel,Individual,Manual,First Owner,600000
Hyundai i20 1.2 Sportz,2011120000,Petrol,Individual,Manual,First Owner,250000
Hyundai Santro Xing GL Plus LPG,201160000,LPG,Individual,Manual,Second Owner,229999
Maruti Ritz LDi,201650000,Diesel,Individual,Manual,Second Owner,299000
Chevrolet Cruze LTZ,2010124000,Diesel,Individual,Manual,Second Owner,330000
Hyundai Accent Executive,2012100000,Petrol,Individual,Manual,Third Owner,180000
Hyundai Grand i10 1.2 Kappa Asta,201742000,Petrol,Individual,Manual,First Owner,475000
Hyundai Grand i10 CRDi Sportz,2015100000,Diesel,Individual,Manual,First Owner,325000
Honda City i VTEC V,201628205,Petrol,Dealer,Manual,First Owner,639000
Maruti Celerio VXI AT,201732670,Petrol,Dealer,Automatic,First Owner,415000
Hyundai Creta 1.6 CRDi AT SX Plus,201630093,Diesel,Dealer,Automatic,First Owner,1199000
Maruti Ertiga VXI CNG,201356228,CNG,Dealer,Manual,First Owner,525000
Hyundai Verna 1.6 SX VTVT,201359319,Petrol,Dealer,Manual,First Owner,425000
Maruti Vitara Brezza VDi,201639503,Diesel,Dealer,Manual,First Owner,699000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,201335299,Petrol,Dealer,Manual,First Owner,325000
Toyota Etios V,201151687,Petrol,Dealer,Manual,First Owner,275000
Volkswagen Vento Petrol Highline AT,201176259,Petrol,Dealer,Automatic,First Owner,269000
Volkswagen Polo Diesel Highline 1.2L,201344049,Diesel,Dealer,Manual,First Owner,399000
Mahindra KUV 100 mFALCON D75 K8,201745087,Diesel,Dealer,Manual,First Owner,475000
Toyota Etios V,201141125,Petrol,Dealer,Manual,First Owner,249000
Audi A4 New  2.0 TDI Multitronic,201442215,Diesel,Dealer,Automatic,First Owner,1549000
Volkswagen Polo Petrol Highline 1.2L,201154206,Petrol,Dealer,Manual,First Owner,254999
Skoda Rapid 1.6 MPI Active,201252547,Petrol,Dealer,Manual,First Owner,269000
Maruti Ertiga ZDI,201459110,Diesel,Dealer,Manual,First Owner,665000
Maruti Wagon R Stingray LXI,201454565,Petrol,Dealer,Manual,First Owner,299000
Hyundai i20 Asta,201047564,Petrol,Dealer,Manual,Second Owner,265000
Volkswagen Polo Petrol Highline 1.2L,201045143,Petrol,Dealer,Manual,Second Owner,211000
Skoda Superb 1.8 TSI,201361624,Petrol,Dealer,Automatic,Second Owner,599000
Tata Indigo LS,2007195000,Diesel,Individual,Manual,Third Owner,55000
Hyundai Verna 1.6 SX CRDi (O),201450000,Diesel,Individual,Manual,First Owner,550000
Land Rover Discovery Sport TD4 HSE 7S,201868000,Diesel,Individual,Automatic,First Owner,4000000
Tata Sumo GX TC 8 Str,2010120000,Diesel,Individual,Manual,Second Owner,220000
Maruti Swift VXI,201920000,Petrol,Individual,Manual,First Owner,500000
Maruti Alto LXi,201030000,Petrol,Individual,Manual,First Owner,140000
Maruti Swift VDI,201360000,Diesel,Individual,Manual,First Owner,325000
Hyundai i20 Magna,201090000,Petrol,Individual,Manual,Third Owner,210000
Maruti Alto LXi,200890000,Petrol,Individual,Manual,Second Owner,110000
Hyundai Verna CRDi 1.6 SX Option,201925000,Diesel,Individual,Manual,First Owner,1200000
Maruti Alto 800 VXI,201740000,Petrol,Individual,Manual,First Owner,229999
Maruti SX4 Vxi BSIV,2012110000,Petrol,Individual,Manual,Second Owner,225000
Maruti Alto 800 LXI,2006132000,Petrol,Individual,Manual,First Owner,165000
Tata Tiago XZA AMT,201810980,Petrol,Dealer,Automatic,First Owner,525000
Hyundai EON Era Plus,201820629,Petrol,Dealer,Manual,First Owner,325000
Toyota Innova Crysta 2.4 VX MT BSIV,201850000,Diesel,Individual,Manual,First Owner,1500000
Hyundai Grand i10 AT Asta,201530000,Petrol,Individual,Automatic,First Owner,400000
Maruti Ciaz VXi,201569782,Petrol,Dealer,Manual,First Owner,550000
Maruti 800 Std,200354000,Petrol,Individual,Manual,First Owner,98000
Mahindra XUV500 W8 4WD,201363654,Diesel,Dealer,Manual,First Owner,900000
Renault Lodgy 85PS RxL,201760000,Diesel,Individual,Manual,First Owner,700000
Mahindra Scorpio S6 Plus 7 Seater,201552000,Diesel,Dealer,Manual,First Owner,890000
Maruti Swift LDI BSIV,201559385,Diesel,Dealer,Manual,First Owner,490000
Hyundai i20 2015-2017 Magna 1.2,201570378,Petrol,Dealer,Manual,First Owner,525000
Maruti Wagon R LXI BS IV,201355425,Petrol,Dealer,Manual,First Owner,330000
Mahindra Bolero 2011-2019 SLX 2WD BSIII,201378413,Diesel,Dealer,Manual,Second Owner,550000
Mahindra Bolero Power Plus SLX,201840890,Diesel,Dealer,Manual,First Owner,790000
Honda Brio S MT,201534823,Petrol,Dealer,Manual,Second Owner,350000
Toyota Innova Crysta 2.8 ZX AT BSIV,201775000,Diesel,Individual,Automatic,First Owner,1700000
Maruti Ciaz VDI SHVS,201755545,Diesel,Dealer,Manual,First Owner,750000
Honda Amaze EX i-Dtech,201456541,Diesel,Dealer,Manual,First Owner,409999
Hyundai EON Magna Plus,201643700,Petrol,Individual,Manual,First Owner,220000
Tata Indica GLS BS IV,2009120000,Petrol,Individual,Manual,Second Owner,68000
Hyundai EON Era Plus,201720000,Petrol,Individual,Manual,First Owner,290000
Honda City i DTec SV,201427483,Diesel,Dealer,Manual,First Owner,600000
Maruti Swift LXI,20198000,Petrol,Individual,Manual,First Owner,470000
Hyundai i10 Sportz 1.2,200830000,Petrol,Individual,Manual,First Owner,150000
Maruti Alto 800 LXI,201456207,Petrol,Dealer,Manual,Second Owner,180000
Maruti Zen LXI,200670000,Petrol,Individual,Manual,First Owner,80000
Honda WR-V i-VTEC VX,20181440,Petrol,Individual,Manual,First Owner,875000
Maruti Alto 800 LXI,201950000,Petrol,Individual,Manual,First Owner,300000
Toyota Fortuner 2.8 2WD AT BSIV,201720000,Diesel,Individual,Automatic,First Owner,2800000
Toyota Innova Crysta 2.4 ZX MT,201791195,Diesel,Dealer,Manual,First Owner,1330000
Volkswagen Polo 1.5 TDI Trendline,201163657,Diesel,Dealer,Manual,First Owner,220000
Mahindra Verito Vibe 1.5 dCi D4,201360000,Diesel,Individual,Manual,First Owner,250000
Toyota Innova 2.5 G (Diesel) 7 Seater,201675000,Diesel,Dealer,Manual,First Owner,919999
Volkswagen Vento Magnific 1.6 Highline,201397248,Petrol,Dealer,Manual,First Owner,380000
Maruti Swift VDI,201246000,Diesel,Individual,Manual,First Owner,450000
Hyundai Verna 1.6 VTVT AT S Option,201610000,Petrol,Individual,Automatic,First Owner,770000
Maruti Swift Dzire LDI,201880000,Diesel,Individual,Manual,First Owner,550000
Tata New Safari DICOR 2.2 GX 4x2,2011100000,Diesel,Individual,Manual,Second Owner,320000
Maruti SX4 Vxi BSIV,201335000,Petrol,Individual,Manual,First Owner,400000
Maruti Celerio VXI AT,201750000,Petrol,Individual,Automatic,First Owner,450000
Maruti SX4 ZDI,201190000,Diesel,Individual,Manual,Third Owner,220000
Mahindra XUV500 W8 2WD,2012150000,Diesel,Individual,Manual,Second Owner,400000
Hyundai Verna 1.6 SX VTVT (O),201389000,Petrol,Individual,Manual,Second Owner,530000
Maruti Swift Dzire VDI,201460000,Diesel,Individual,Manual,Second Owner,390000
Fiat Grande Punto 1.3 Dynamic (Diesel),2012100000,Diesel,Individual,Manual,Second Owner,185000
Maruti SX4 Vxi BSIV,2012100000,Petrol,Individual,Manual,Second Owner,300000
Maruti Swift VDI BSIV,201490000,Diesel,Individual,Manual,Second Owner,575000
Maruti Wagon R Stingray VXI,201475000,Petrol,Individual,Manual,First Owner,300000
Toyota Etios Liva 1.4 VD,201736000,Diesel,Dealer,Manual,First Owner,425000
Hyundai Xcent 1.2 Kappa SX,201612000,Petrol,Individual,Manual,First Owner,350000
Honda Amaze VX O iDTEC,201712997,Diesel,Dealer,Manual,First Owner,550000
Maruti Ciaz 1.4 AT Zeta,201740000,Petrol,Individual,Automatic,First Owner,500000
Mahindra Scorpio S4 4WD,201560000,Diesel,Individual,Manual,First Owner,600000
Mahindra Quanto C8,201325000,Diesel,Individual,Manual,Second Owner,300000
Hyundai Verna CRDi 1.6 SX Option,201826430,Diesel,Dealer,Manual,First Owner,1150000
Maruti Swift 1.3 VXI ABS,201524600,Petrol,Dealer,Manual,First Owner,475000
Maruti Wagon R LXI,201128481,Petrol,Dealer,Manual,First Owner,260000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013100000,Petrol,Individual,Manual,First Owner,350000
Mahindra XUV500 W8 2WD,201341988,Diesel,Dealer,Manual,First Owner,750000
Maruti Wagon R LXI,200930375,Petrol,Dealer,Manual,First Owner,180000
Renault KWID Climber 1.0 AMT BSIV,20177658,Petrol,Dealer,Automatic,First Owner,350000
Maruti Swift Dzire VDI,201734400,Diesel,Dealer,Manual,First Owner,611000
Renault KWID RXL BSIV,201718500,Petrol,Dealer,Manual,First Owner,325000
Hyundai EON 1.0 Era Plus,201248000,Petrol,Dealer,Manual,First Owner,225000
Maruti Wagon R AMT VXI,201428942,Petrol,Dealer,Automatic,First Owner,300000
Mahindra Bolero Power Plus SLX,201750000,Diesel,Individual,Manual,Second Owner,400000
Mahindra XUV500 W8 2WD,201253600,Diesel,Dealer,Manual,First Owner,711000
Toyota Innova 2.5 G (Diesel) 8 Seater,201553652,Diesel,Dealer,Manual,First Owner,851000
Maruti Ertiga VXI,201425000,Petrol,Individual,Manual,First Owner,500000
Toyota Innova 2.5 G4 Diesel 8-seater,200780000,Diesel,Individual,Manual,Second Owner,250000
Maruti Alto 800 VXI,201750000,Petrol,Individual,Manual,First Owner,150000
Mahindra Scorpio 1.99 S10,201615000,Diesel,Individual,Manual,Second Owner,610000
Mahindra KUV 100 G80 K2,20185000,Petrol,Individual,Manual,First Owner,450000
Hyundai i20 1.4 Asta Option,2017106000,Diesel,Individual,Manual,First Owner,744000
Chevrolet Spark 1.0,2008100000,Petrol,Individual,Manual,Third Owner,120000
Renault KWID RXL,201660000,Petrol,Individual,Manual,Third Owner,220000
Maruti Ertiga ZDI,2012120000,Diesel,Individual,Manual,Fourth & Above Owner,480000
Maruti Celerio ZXI Optional AMT BSIV,201782000,Petrol,Individual,Automatic,First Owner,370000
Fiat Palio D 1.9 EL PS,200335000,Diesel,Individual,Manual,Second Owner,55000
Hyundai EON Magna Plus,2013205000,Petrol,Individual,Manual,First Owner,125000
Hyundai Verna 1.6 CRDI,2011125000,Diesel,Individual,Manual,Third Owner,260000
Fiat Linea Classic 1.3 Multijet,2015130000,Diesel,Individual,Manual,First Owner,350000
Maruti Alto 800 CNG LXI,201297000,CNG,Individual,Manual,Second Owner,170000
Hyundai Grand i10 Sportz,201590000,Petrol,Individual,Manual,Second Owner,350000
Maruti Swift Dzire VXi,200960000,Petrol,Individual,Manual,Third Owner,250000
Tata Indigo CR4,201360000,Diesel,Individual,Manual,First Owner,170000
Mahindra Scorpio S11 BSIV,201835000,Diesel,Individual,Manual,First Owner,1300000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,201925000,Petrol,Individual,Manual,First Owner,550000
Honda Brio 1.2 S MT,201715000,Petrol,Individual,Manual,First Owner,400000
Tata Nano Lx,201120000,Petrol,Individual,Manual,First Owner,120000
Tata Nano Lx,201120000,Petrol,Individual,Manual,First Owner,120000
Ford Figo Petrol Titanium,201070000,Petrol,Individual,Manual,First Owner,275000
Tata Zest Revotron 1.2T XE,201690000,Petrol,Individual,Manual,First Owner,285000
Hyundai Creta 1.4 CRDi Base,201680000,Diesel,Individual,Manual,First Owner,900000
Mercedes-Benz M-Class ML 350 CDI,201479500,Diesel,Individual,Automatic,Second Owner,2500000
Hyundai Verna 1.6 SX CRDi (O),201370000,Diesel,Individual,Manual,Second Owner,620000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,20185000,Diesel,Individual,Manual,First Owner,1700000
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,201815000,Petrol,Individual,Manual,First Owner,650000
Maruti Ertiga VXI,201435000,Petrol,Individual,Manual,First Owner,500000
Tata New Safari DICOR 2.2 EX 4x4,2009120000,Diesel,Individual,Manual,Second Owner,250000
Mahindra Marazzo M4,201815000,Diesel,Individual,Manual,Second Owner,950000
Toyota Etios Cross 1.2L G,201560000,Petrol,Individual,Manual,First Owner,320000
Renault Duster 110PS Diesel RxZ,2013120000,Diesel,Individual,Manual,First Owner,450000
Mahindra KUV 100 mFALCON D75 K8 AW,201690000,Diesel,Individual,Manual,First Owner,350000
Maruti Swift Dzire VXI,201590000,Petrol,Individual,Manual,First Owner,400000
Maruti Omni MPI STD BSIV,201810000,Petrol,Individual,Manual,First Owner,200000
Hyundai i20 Asta 1.4 CRDi (Diesel),200972000,Diesel,Individual,Manual,Second Owner,250000
Toyota Innova 2.0 GX 8 STR BSIV,2011197000,Petrol,Individual,Manual,Second Owner,550000
Maruti Zen LXI,199970000,Petrol,Individual,Manual,Second Owner,85000
Hyundai Santro LP zipPlus,200150000,Petrol,Individual,Manual,Third Owner,52000
Tata Hexa XTA,201750000,Diesel,Individual,Automatic,First Owner,1200000
Hyundai Verna 1.6 SX VTVT AT,201160000,Petrol,Individual,Automatic,Third Owner,450000
Maruti Swift Dzire VXI 1.2 BS IV,201840000,Petrol,Individual,Manual,First Owner,615000
Maruti SX4 ZDI Leather,201260000,Diesel,Individual,Manual,Second Owner,400000
Tata Nano LX,201340000,Petrol,Individual,Manual,First Owner,60000
Maruti Ignis 1.2 Alpha BSIV,20179161,Petrol,Individual,Manual,First Owner,500000
Honda Mobilio V i VTEC,201545000,Petrol,Individual,Manual,First Owner,600000
Hyundai Getz 1.3 GVS,2010110000,Petrol,Individual,Manual,First Owner,110000
Hyundai Santro Xing GL Plus,201380000,Petrol,Individual,Manual,First Owner,175000
Ford Fiesta Titanium 1.5 TDCi,2011100000,Diesel,Individual,Manual,Second Owner,325000
Maruti Swift Dzire LDI,201790000,Diesel,Individual,Manual,First Owner,425000
Hyundai Accent GLE CNG,200970000,CNG,Individual,Manual,Third Owner,160000
Maruti Zen Estilo LXI BSIII,200780000,Petrol,Individual,Manual,Third Owner,100000
